-9	101.61	3.12
-8.5	99.92	2.89
-8	103.79	2.47
-7.5	106.06	7.5
-7	116.89	4.58
-6.5	124.79	5.23
-6	140.7	5.63
-5.5	153.94	4.85
-5	147.13	1.53
-4.5	150.12	6.22
-4	154.4	3.64
