-1.0000e+01 2.9733e-05 2.6641e-07
-9.5000e+00 9.3907e-05 9.3196e-07
-9.0000e+00 2.9824e-04 1.4031e-06
-8.5000e+00 9.6814e-04 2.3248e-05
-8.0000e+00 2.9287e-03 3.2975e-05
-7.5000e+00 9.3784e-03 2.6786e-04
-7.0000e+00 2.5948e-02 5.3892e-04
-6.5000e+00 6.7620e-02 1.4527e-03
-6.0000e+00 1.1974e-01 2.7185e-03
-5.5000e+00 1.6287e-01 1.8290e-04
-5.0000e+00 1.7747e-01 1.8848e-03
-4.5000e+00 1.8698e-01 2.0562e-03
-4.0000e+00 1.8122e-01 5.4741e-03
-3.5000e+00 1.8427e-01 2.9789e-03
-3.0000e+00 1.8292e-01 4.5090e-03
-2.5000e+00 1.8853e-01 1.0445e-03
-2.0000e+00 1.9264e-01 5.1376e-03
