34.86	1.0871	0.0004
52.26	1.5075	0.0896
78.35	1.9709	0.0811
117.5	2.9245	0.0570
176.1	3.8601	0.1205
264	4.4835	0.1300
395.9	5.9173	0.1639
593.5	6.6297	0.3588
889.8	7.1158	0.1819
1334	8.3479	0.5735
2000	9.0560	0.6226
 
