-1.0000e+01 1.0683e-01 2.6594e-03
-9.5000e+00 1.1023e-01 4.5022e-03
-9.0000e+00 1.0867e-01 1.9455e-03
-8.5000e+00 1.2525e-01 3.9930e-04
-8.0000e+00 1.7579e-01 6.5121e-03
-7.5000e+00 2.8961e-01 1.2183e-02
-7.0000e+00 4.5752e-01 7.9998e-03
-6.5000e+00 6.6130e-01 7.6933e-03
-6.0000e+00 7.8847e-01 2.6711e-02
-5.5000e+00 8.3154e-01 2.6146e-02
-5.0000e+00 7.8634e-01 3.4072e-02
-4.5000e+00 8.1606e-01 9.2430e-03
-4.0000e+00 8.2909e-01 2.2295e-03
-3.5000e+00 8.2277e-01 4.5850e-03
-3.0000e+00 8.6696e-01 3.9447e-02
-2.5000e+00 8.0262e-01 2.4946e-02
-2.0000e+00 8.5966e-01 3.2083e-02
