-1.0000e+01 2.9486e-04 5.0180e-06
-9.5000e+00 9.2439e-04 2.3092e-05
-9.0000e+00 3.1969e-03 2.0886e-04
-8.5000e+00 9.0895e-03 2.7888e-04
-8.0000e+00 3.0914e-02 2.0677e-03
-7.5000e+00 8.4235e-02 1.8841e-05
-7.0000e+00 2.1101e-01 3.2736e-03
-6.5000e+00 4.2966e-01 1.0802e-02
-6.0000e+00 5.8768e-01 1.2319e-02
-5.5000e+00 6.9939e-01 4.3412e-03
-5.0000e+00 6.9152e-01 4.0189e-02
-4.5000e+00 7.1942e-01 2.4698e-02
-4.0000e+00 7.7265e-01 2.4525e-02
-3.5000e+00 7.3569e-01 1.3713e-02
-3.0000e+00 7.3806e-01 1.1755e-02
-2.5000e+00 7.5607e-01 6.1278e-03
-2.0000e+00 7.5007e-01 9.1878e-05
