-1.1000e+01 7.8555e-04 1.6534e-05
-1.0500e+01 2.4437e-03 1.3348e-05
-1.0000e+01 7.2288e-03 4.4215e-04
-9.5000e+00 2.4680e-02 5.6894e-04
-9.0000e+00 7.5132e-02 3.6507e-04
-8.5000e+00 2.3167e-01 1.0388e-02
-8.0000e+00 5.2675e-01 2.0180e-02
-7.5000e+00 8.2835e-01 1.0663e-02
-7.0000e+00 8.9465e-01 3.6683e-02
-6.5000e+00 9.8737e-01 3.0595e-02
-6.0000e+00 8.8719e-01 7.7208e-02
-5.5000e+00 9.6507e-01 1.6914e-03
-5.0000e+00 9.4965e-01 1.7857e-02
-4.5000e+00 9.6992e-01 2.1754e-03
-4.0000e+00 9.9025e-01 2.2428e-02
-3.5000e+00 1.0164e+00 4.8605e-02
-3.0000e+00 9.8906e-01 2.1209e-02
