-1.0500e+01 5.8944e-04 1.5996e-05
-1.0000e+01 1.7862e-03 2.3727e-05
-9.5000e+00 5.9736e-03 2.8417e-04
-9.0000e+00 1.8075e-02 4.1603e-04
-8.5000e+00 5.6032e-02 3.2781e-03
-8.0000e+00 1.4414e-01 2.1274e-03
-7.5000e+00 3.0187e-01 3.8740e-03
-7.0000e+00 4.7640e-01 6.8187e-03
-6.5000e+00 5.8768e-01 1.2235e-02
-6.0000e+00 6.8064e-01 1.3472e-02
-5.5000e+00 7.0356e-01 7.3135e-03
-5.0000e+00 7.0798e-01 2.6945e-02
-4.5000e+00 7.5489e-01 1.0032e-02
-4.0000e+00 7.2595e-01 2.2384e-02
-3.5000e+00 7.5521e-01 5.7420e-03
-3.0000e+00 7.3416e-01 1.5675e-02
-2.5000e+00 7.8102e-01 3.1078e-02
