-1.0000e+01 8.1018e-05 1.0404e-06
-9.5000e+00 2.5229e-04 4.6931e-07
-9.0000e+00 8.0441e-04 6.6434e-06
-8.5000e+00 2.4603e-03 4.7347e-05
-8.0000e+00 7.7279e-03 5.3964e-05
-7.5000e+00 2.3526e-02 2.9155e-04
-7.0000e+00 6.3153e-02 7.8620e-04
-6.5000e+00 1.3095e-01 1.3622e-03
-6.0000e+00 1.9615e-01 1.6836e-03
-5.5000e+00 2.1422e-01 4.3189e-04
-5.0000e+00 1.9737e-01 5.2413e-04
-4.5000e+00 1.8117e-01 1.8761e-03
-4.0000e+00 1.7114e-01 6.6237e-05
-3.5000e+00 1.6756e-01 5.4844e-04
-3.0000e+00 1.7157e-01 4.4392e-03
-2.5000e+00 1.6443e-01 2.3831e-03
-2.0000e+00 1.6686e-01 1.4465e-04
