-1.0000e+01 8.0956e-05
-9.9333e+00 9.4383e-05
-9.8667e+00 1.1004e-04
-9.8000e+00 1.2828e-04
-9.7333e+00 1.4956e-04
-9.6667e+00 1.7436e-04
-9.6000e+00 2.0326e-04
-9.5333e+00 2.3696e-04
-9.4667e+00 2.7623e-04
-9.4000e+00 3.2201e-04
-9.3333e+00 3.7536e-04
-9.2667e+00 4.3754e-04
-9.2000e+00 5.1001e-04
-9.1333e+00 5.9444e-04
-9.0667e+00 6.9282e-04
-9.0000e+00 8.0744e-04
-8.9333e+00 9.4095e-04
-8.8667e+00 1.0964e-03
-8.8000e+00 1.2775e-03
-8.7333e+00 1.4883e-03
-8.6667e+00 1.7337e-03
-8.6000e+00 2.0193e-03
-8.5333e+00 2.3515e-03
-8.4667e+00 2.7378e-03
-8.4000e+00 3.1868e-03
-8.3333e+00 3.7085e-03
-8.2667e+00 4.3142e-03
-8.2000e+00 5.0170e-03
-8.1333e+00 5.8319e-03
-8.0667e+00 6.7758e-03
-8.0000e+00 7.8680e-03
-7.9333e+00 9.1304e-03
-7.8667e+00 1.0587e-02
-7.8000e+00 1.2266e-02
-7.7333e+00 1.4197e-02
-7.6667e+00 1.6412e-02
-7.6000e+00 1.8949e-02
-7.5333e+00 2.1844e-02
-7.4667e+00 2.5138e-02
-7.4000e+00 2.8872e-02
-7.3333e+00 3.3087e-02
-7.2667e+00 3.7822e-02
-7.2000e+00 4.3112e-02
-7.1333e+00 4.8988e-02
-7.0667e+00 5.5469e-02
-7.0000e+00 6.2565e-02
-6.9333e+00 7.0270e-02
-6.8667e+00 7.8559e-02
-6.8000e+00 8.7390e-02
-6.7333e+00 9.6696e-02
-6.6667e+00 1.0639e-01
-6.6000e+00 1.1636e-01
-6.5333e+00 1.2649e-01
-6.4667e+00 1.3663e-01
-6.4000e+00 1.4663e-01
-6.3333e+00 1.5634e-01
-6.2667e+00 1.6562e-01
-6.2000e+00 1.7432e-01
-6.1333e+00 1.8234e-01
-6.0667e+00 1.8955e-01
-6.0000e+00 1.9590e-01
-5.9333e+00 2.0131e-01
-5.8667e+00 2.0578e-01
-5.8000e+00 2.0928e-01
-5.7333e+00 2.1184e-01
-5.6667e+00 2.1350e-01
-5.6000e+00 2.1431e-01
-5.5333e+00 2.1434e-01
-5.4667e+00 2.1369e-01
-5.4000e+00 2.1243e-01
-5.3333e+00 2.1069e-01
-5.2667e+00 2.0854e-01
-5.2000e+00 2.0610e-01
-5.1333e+00 2.0346e-01
-5.0667e+00 2.0070e-01
-5.0000e+00 1.9790e-01
-4.9333e+00 1.9513e-01
-4.8667e+00 1.9243e-01
-4.8000e+00 1.8986e-01
-4.7333e+00 1.8743e-01
-4.6667e+00 1.8517e-01
-4.6000e+00 1.8308e-01
-4.5333e+00 1.8118e-01
-4.4667e+00 1.7947e-01
-4.4000e+00 1.7792e-01
-4.3333e+00 1.7654e-01
-4.2667e+00 1.7532e-01
-4.2000e+00 1.7424e-01
-4.1333e+00 1.7328e-01
-4.0667e+00 1.7245e-01
-4.0000e+00 1.7172e-01
-3.9333e+00 1.7108e-01
-3.8667e+00 1.7052e-01
-3.8000e+00 1.7004e-01
-3.7333e+00 1.6963e-01
-3.6667e+00 1.6927e-01
-3.6000e+00 1.6895e-01
-3.5333e+00 1.6868e-01
-3.4667e+00 1.6845e-01
-3.4000e+00 1.6825e-01
-3.3333e+00 1.6808e-01
-3.2667e+00 1.6793e-01
-3.2000e+00 1.6780e-01
-3.1333e+00 1.6769e-01
-3.0667e+00 1.6760e-01
-3.0000e+00 1.6752e-01
-2.9333e+00 1.6745e-01
-2.8667e+00 1.6739e-01
-2.8000e+00 1.6733e-01
-2.7333e+00 1.6729e-01
-2.6667e+00 1.6725e-01
-2.6000e+00 1.6722e-01
-2.5333e+00 1.6719e-01
-2.4667e+00 1.6717e-01
-2.4000e+00 1.6715e-01
-2.3333e+00 1.6713e-01
-2.2667e+00 1.6711e-01
-2.2000e+00 1.6710e-01
-2.1333e+00 1.6709e-01
-2.0667e+00 1.6708e-01
-2.0000e+00 1.6707e-01
