-1.0000e+01 1.9889e-03 6.6666e-06
-9.5000e+00 6.3127e-03 3.1856e-05
-9.0000e+00 1.9807e-02 2.3719e-04
-8.5000e+00 5.9750e-02 6.1857e-04
-8.0000e+00 1.6265e-01 1.2852e-03
-7.5000e+00 3.7373e-01 8.1610e-04
-7.0000e+00 6.2544e-01 9.7672e-04
-6.5000e+00 7.9860e-01 6.4032e-03
-6.0000e+00 8.6666e-01 6.2161e-03
-5.5000e+00 8.6254e-01 9.7964e-03
-5.0000e+00 8.5090e-01 8.8011e-03
-4.5000e+00 8.4092e-01 4.3248e-03
-4.0000e+00 8.2945e-01 8.2051e-03
-3.5000e+00 8.3923e-01 4.4606e-03
-3.0000e+00 8.1645e-01 1.7338e-02
-2.5000e+00 8.4924e-01 1.5756e-02
-2.0000e+00 8.1971e-01 1.3669e-02
