-1.0000e+01 2.9739e-09 2.5366e-11
-9.5000e+00 2.9341e-08 6.3085e-10
-9.0000e+00 3.0290e-07 3.8565e-09
-8.5000e+00 3.0215e-06 5.2259e-08
-8.0000e+00 2.9524e-05 4.8711e-07
-7.5000e+00 2.7719e-04 6.1500e-06
-7.0000e+00 2.1626e-03 5.0051e-05
-6.5000e+00 1.2915e-02 1.0999e-04
-6.0000e+00 4.3049e-02 4.3345e-04
-5.5000e+00 8.0888e-02 7.4352e-04
-5.0000e+00 1.0460e-01 2.5538e-03
-4.5000e+00 1.1269e-01 1.7900e-03
-4.0000e+00 1.1676e-01 2.8174e-03
-3.5000e+00 1.1215e-01 2.7770e-03
-3.0000e+00 1.1330e-01 1.9426e-03
-2.5000e+00 1.1579e-01 4.4726e-04
-2.0000e+00 1.1516e-01 2.2020e-04
