-9	1.0209	0.0231
-8.5	1.0268	0.0255
-8	1.1071	0.0221
-7.5	1.2063	0.0289
-7	1.5330	0.0243
-6.5	1.6943	0.0375
-6	1.8407	0.0358
-5.5	1.6571	0.0485
-5	1.3076	0.0307
-4.5	0.9721	0.0270
-4	0.7880	0.0160
-3.5	0.7036	0.0036
-3	0.6933	0.0128
