-1.0000e+01 9.6944e-06 3.0447e-07
-9.5000e+00 3.2029e-05 4.1762e-07
-9.0000e+00 9.9940e-05 4.9749e-08
-8.5000e+00 2.9863e-04 1.6498e-05
-8.0000e+00 1.0106e-03 2.1470e-05
-7.5000e+00 2.9882e-03 6.7818e-05
-7.0000e+00 9.2733e-03 2.6428e-04
-6.5000e+00 2.3585e-02 1.2303e-04
-6.0000e+00 4.9054e-02 1.4345e-03
-5.5000e+00 7.2702e-02 2.0918e-03
-5.0000e+00 8.1433e-02 1.9001e-03
-4.5000e+00 8.8678e-02 3.0911e-04
-4.0000e+00 8.7445e-02 2.6455e-03
-3.5000e+00 9.1215e-02 5.6663e-04
-3.0000e+00 9.3221e-02 2.3945e-03
-2.5000e+00 9.1346e-02 4.6278e-04
-2.0000e+00 9.1046e-02 1.4481e-04
