-1.0000e+01 1.0149e-02 2.4876e-04
-9.5000e+00 2.9538e-02 1.1057e-03
-9.0000e+00 9.0711e-02 1.1592e-04
-8.5000e+00 2.4602e-01 6.3397e-03
-8.0000e+00 4.9846e-01 9.4887e-04
-7.5000e+00 7.6829e-01 1.4275e-02
-7.0000e+00 9.2305e-01 2.2151e-02
-6.5000e+00 9.6741e-01 7.3657e-03
-6.0000e+00 9.7286e-01 7.5296e-03
-5.5000e+00 9.5940e-01 2.7610e-02
-5.0000e+00 1.0263e+00 3.7179e-02
-4.5000e+00 1.0065e+00 1.6694e-02
-4.0000e+00 9.9958e-01 9.5780e-03
-3.5000e+00 9.4334e-01 4.6730e-02
-3.0000e+00 1.0103e+00 2.0247e-02
-2.5000e+00 9.9601e-01 5.9142e-03
-2.0000e+00 9.9043e-01 3.3674e-04
