-9	1.0228	0.0137
-8.5	0.9788	0.0272
-8	0.9517	0.0170
-7.5	0.9041	0.0124
-7	0.7447	0.0054
-6.5	0.6779	0.0125
-6	0.6566	0.0123
-5.5	0.7506	0.0079
-5	0.9901	0.0085
-4.5	1.2656	0.0143
-4	1.4598	0.0171
-3.5	1.4765	0.0251
-3	1.4656	0.0360
 
