-5.0000e+00 5.3641e-02
-4.9700e+00 5.3514e-02
-4.9400e+00 5.3379e-02
-4.9100e+00 5.3234e-02
-4.8800e+00 5.3081e-02
-4.8500e+00 5.2917e-02
-4.8200e+00 5.2743e-02
-4.7900e+00 5.2558e-02
-4.7600e+00 5.2361e-02
-4.7300e+00 5.2152e-02
-4.7000e+00 5.1930e-02
-4.6700e+00 5.1694e-02
-4.6400e+00 5.1444e-02
-4.6100e+00 5.1179e-02
-4.5800e+00 5.0898e-02
-4.5500e+00 5.0601e-02
-4.5200e+00 5.0286e-02
-4.4900e+00 4.9953e-02
-4.4600e+00 4.9602e-02
-4.4300e+00 4.9231e-02
-4.4000e+00 4.8840e-02
-4.3700e+00 4.8428e-02
-4.3400e+00 4.7994e-02
-4.3100e+00 4.7538e-02
-4.2800e+00 4.7060e-02
-4.2500e+00 4.6558e-02
-4.2200e+00 4.6032e-02
-4.1900e+00 4.5482e-02
-4.1600e+00 4.4907e-02
-4.1300e+00 4.4308e-02
-4.1000e+00 4.3683e-02
-4.0700e+00 4.3034e-02
-4.0400e+00 4.2359e-02
-4.0100e+00 4.1660e-02
-3.9800e+00 4.0936e-02
-3.9500e+00 4.0188e-02
-3.9200e+00 3.9418e-02
-3.8900e+00 3.8624e-02
-3.8600e+00 3.7809e-02
-3.8300e+00 3.6973e-02
-3.8000e+00 3.6119e-02
-3.7700e+00 3.5246e-02
-3.7400e+00 3.4357e-02
-3.7100e+00 3.3454e-02
-3.6800e+00 3.2537e-02
-3.6500e+00 3.1610e-02
-3.6200e+00 3.0674e-02
-3.5900e+00 2.9731e-02
-3.5600e+00 2.8784e-02
-3.5300e+00 2.7834e-02
-3.5000e+00 2.6884e-02
-3.4700e+00 2.5936e-02
-3.4400e+00 2.4992e-02
-3.4100e+00 2.4055e-02
-3.3800e+00 2.3126e-02
-3.3500e+00 2.2207e-02
-3.3200e+00 2.1301e-02
-3.2900e+00 2.0410e-02
-3.2600e+00 1.9534e-02
-3.2300e+00 1.8676e-02
-3.2000e+00 1.7837e-02
-3.1700e+00 1.7018e-02
-3.1400e+00 1.6221e-02
-3.1100e+00 1.5446e-02
-3.0800e+00 1.4694e-02
-3.0500e+00 1.3966e-02
-3.0200e+00 1.3263e-02
-2.9900e+00 1.2584e-02
-2.9600e+00 1.1930e-02
-2.9300e+00 1.1301e-02
-2.9000e+00 1.0697e-02
-2.8700e+00 1.0118e-02
-2.8400e+00 9.5633e-03
-2.8100e+00 9.0333e-03
-2.7800e+00 8.5271e-03
-2.7500e+00 8.0445e-03
-2.7200e+00 7.5847e-03
-2.6900e+00 7.1472e-03
-2.6600e+00 6.7315e-03
-2.6300e+00 6.3367e-03
-2.6000e+00 5.9623e-03
-2.5700e+00 5.6074e-03
-2.5400e+00 5.2715e-03
-2.5100e+00 4.9536e-03
-2.4800e+00 4.6532e-03
-2.4500e+00 4.3694e-03
-2.4200e+00 4.1015e-03
-2.3900e+00 3.8488e-03
-2.3600e+00 3.6106e-03
-2.3300e+00 3.3862e-03
-2.3000e+00 3.1748e-03
-2.2700e+00 2.9759e-03
-2.2400e+00 2.7888e-03
-2.2100e+00 2.6129e-03
-2.1800e+00 2.4475e-03
-2.1500e+00 2.2922e-03
-2.1200e+00 2.1463e-03
-2.0900e+00 2.0094e-03
-2.0600e+00 1.8808e-03
-2.0300e+00 1.7603e-03
