-8	49.27	0.6
-7.5	50.84	1.26
-7	52.18	0.53
-6.5	60.8	0.59
-6	81.55	1.72
-5.5	123.59	1.87
-5	163.73	2.03
-4.5	183.72	1.9
-4	197.2	2.34
-3.5	198.26	0.16
-3	199.6	0.11

