-8	49.9	1.29
-7.5	48.66	1.14
-7	52.66	0.01
-6.5	60.48	0.94
-6	84.67	1.73
-5.5	120.6	1.38
-5	163.3	1.65
-4.5	183.93	1.55
-4	197.35	2.64
-3.5	193.46	5.31
-3	199.86	0.55

