-8	47.76	1.04
-7.5	48.57	1.16
-7	52.29	0.2
-6.5	60.97	0.33
-6	80.28	0.49
-5.5	112.32	2.65
-5	144.3	3.7
-4.5	169.03	3.19
-4	177.48	4.39
-3.5	176.58	0.63
-3	176.95	0.12

