0	0.000	0.000
15	36.588	0.350
30	61.410	2.067
45	76.185	2.109
60	82.628	0.842
90	92.814	0.466
120	94.775	2.493
180	99.253	0.295
240	99.426	0.500
300	97.810	2.177
360	98.874	1.124
