-9.5	1.0435	0.0102
-9	1.0545	0.0126
-8.5	1.0716	0.0062
-8	1.2710	0.0122
-7.5	1.6576	0.0573
-7	2.3417	0.0919
-6.5	2.8853	0.0998
-6	3.1744	0.0956
-5.5	3.2519	0.0915
-5	3.2090	0.0590
-4.5	3.2581	0.1151
-4	3.2698	0.1115
