-9	1.0379	0.0369
-8.5	1.0381	0.0350
-8	1.0311	0.0212
-7.5	1.0248	0.0053
-7	1.1171	0.0302
-6.5	1.2430	0.0285
-6	1.3579	0.0421
-5.5	1.5009	0.0496
-5	1.5536	0.0714
-4.5	1.6523	0.0006
-4	1.7441	0.0818
-3.5	1.6394	0.0258
-3	1.6767	0.0104

