-1.0000e+01 1.9862e-08 1.2788e-10
-9.5000e+00 2.0007e-07 3.8878e-10
-9.0000e+00 1.9964e-06 6.3891e-09
-8.5000e+00 1.9880e-05 1.9271e-07
-8.0000e+00 1.8531e-04 5.0594e-06
-7.5000e+00 1.7438e-03 2.5717e-05
-7.0000e+00 1.2643e-02 1.7723e-04
-6.5000e+00 6.3602e-02 7.3131e-04
-6.0000e+00 1.6560e-01 1.0648e-03
-5.5000e+00 2.7051e-01 1.0136e-02
-5.0000e+00 2.9290e-01 1.4316e-02
-4.5000e+00 3.3618e-01 1.1458e-02
-4.0000e+00 3.3460e-01 4.0301e-03
-3.5000e+00 3.2895e-01 3.5092e-03
-3.0000e+00 3.3162e-01 1.4333e-03
-2.5000e+00 3.2654e-01 6.7009e-03
-2.0000e+00 3.2574e-01 7.5684e-03
