-1.0000e+01 2.8185e-04 1.8064e-05
-9.5000e+00 8.8826e-04 5.9323e-05
-9.0000e+00 2.9872e-03 1.1455e-06
-8.5000e+00 9.1653e-03 2.0392e-04
-8.0000e+00 2.9215e-02 3.6610e-04
-7.5000e+00 8.5711e-02 1.4870e-03
-7.0000e+00 2.1930e-01 4.9953e-03
-6.5000e+00 4.0654e-01 1.2347e-02
-6.0000e+00 5.9159e-01 8.4294e-03
-5.5000e+00 7.0265e-01 7.5767e-03
-5.0000e+00 6.9898e-01 3.2748e-02
-4.5000e+00 7.5412e-01 9.9880e-03
-4.0000e+00 7.4727e-01 8.8284e-04
-3.5000e+00 7.1575e-01 3.3680e-02
-3.0000e+00 7.5292e-01 3.0929e-03
-2.5000e+00 7.6155e-01 1.1595e-02
-2.0000e+00 7.3079e-01 1.9208e-02
