0	97.1	8.02
1	87.2	0.36
2	79.69	3.76
5	68.46	2.37
10	59.41	6.05
15	60.08	3.22
20	55.46	4.43
30	48	3.54
45	42.59	0.86
60	35.11	1.64
90	26.75	0.48
