-1.1000e+01 9.4536e-04 9.4536e-04
-1.0500e+01 2.8477e-03 2.8477e-03
-1.0000e+01 8.7783e-03 8.7783e-03
-9.5000e+00 2.7492e-02 2.7492e-02
-9.0000e+00 8.8819e-02 8.8819e-02
-8.5000e+00 2.5991e-01 2.5991e-01
-8.0000e+00 6.7086e-01 6.7086e-01
-7.5000e+00 9.6082e-01 9.6082e-01
-7.0000e+00 9.6859e-01 9.6859e-01
-6.5000e+00 9.8312e-01 9.8312e-01
-6.0000e+00 9.3290e-01 9.3290e-01
-5.5000e+00 9.7041e-01 9.7041e-01
-5.0000e+00 1.0017e+00 1.0017e+00
-4.5000e+00 9.8589e-01 9.8589e-01
-4.0000e+00 1.0146e+00 1.0146e+00
-3.5000e+00 9.7921e-01 9.7921e-01
-3.0000e+00 9.3668e-01 9.3668e-01
