-1.1000e+01 9.5545e-06 4.6446e-07
-1.0500e+01 2.7285e-05 1.4542e-06
-1.0000e+01 9.0405e-05 4.1292e-07
-9.5000e+00 2.9052e-04 3.9500e-06
-9.0000e+00 9.0880e-04 8.7812e-06
-8.5000e+00 2.7492e-03 3.6747e-05
-8.0000e+00 8.3976e-03 1.3935e-04
-7.5000e+00 2.2152e-02 3.5447e-04
-7.0000e+00 4.7106e-02 1.8468e-03
-6.5000e+00 7.2164e-02 3.5558e-03
-6.0000e+00 7.8090e-02 3.8887e-03
-5.5000e+00 8.5249e-02 2.1129e-03
-5.0000e+00 8.9089e-02 1.2548e-04
-4.5000e+00 8.9448e-02 3.6865e-04
-4.0000e+00 9.0614e-02 6.0539e-04
-3.5000e+00 8.7581e-02 2.4892e-03
-3.0000e+00 9.1264e-02 1.1752e-03
