-1.0000e+01 4.6346e-04
-9.9200e+00 5.6238e-04
-9.8400e+00 6.8239e-04
-9.7600e+00 8.2799e-04
-9.6800e+00 1.0046e-03
-9.6000e+00 1.2188e-03
-9.5200e+00 1.4787e-03
-9.4400e+00 1.7937e-03
-9.3600e+00 2.1758e-03
-9.2800e+00 2.6389e-03
-9.2000e+00 3.2001e-03
-9.1200e+00 3.8801e-03
-9.0400e+00 4.7037e-03
-8.9600e+00 5.7008e-03
-8.8800e+00 6.9072e-03
-8.8000e+00 8.3662e-03
-8.7200e+00 1.0129e-02
-8.6400e+00 1.2257e-02
-8.5600e+00 1.4824e-02
-8.4800e+00 1.7915e-02
-8.4000e+00 2.1631e-02
-8.3200e+00 2.6091e-02
-8.2400e+00 3.1431e-02
-8.1600e+00 3.7807e-02
-8.0800e+00 4.5395e-02
-8.0000e+00 5.4390e-02
-7.9200e+00 6.5004e-02
-7.8400e+00 7.7458e-02
-7.7600e+00 9.1980e-02
-7.6800e+00 1.0878e-01
-7.6000e+00 1.2806e-01
-7.5200e+00 1.4996e-01
-7.4400e+00 1.7456e-01
-7.3600e+00 2.0184e-01
-7.2800e+00 2.3168e-01
-7.2000e+00 2.6381e-01
-7.1200e+00 2.9784e-01
-7.0400e+00 3.3327e-01
-6.9600e+00 3.6949e-01
-6.8800e+00 4.0583e-01
-6.8000e+00 4.4162e-01
-6.7200e+00 4.7623e-01
-6.6400e+00 5.0910e-01
-6.5600e+00 5.3980e-01
-6.4800e+00 5.6803e-01
-6.4000e+00 5.9361e-01
-6.3200e+00 6.1649e-01
-6.2400e+00 6.3670e-01
-6.1600e+00 6.5439e-01
-6.0800e+00 6.6971e-01
-6.0000e+00 6.8289e-01
-5.9200e+00 6.9415e-01
-5.8400e+00 7.0370e-01
-5.7600e+00 7.1178e-01
-5.6800e+00 7.1857e-01
-5.6000e+00 7.2427e-01
-5.5200e+00 7.2903e-01
-5.4400e+00 7.3300e-01
-5.3600e+00 7.3631e-01
-5.2800e+00 7.3906e-01
-5.2000e+00 7.4133e-01
-5.1200e+00 7.4322e-01
-5.0400e+00 7.4478e-01
-4.9600e+00 7.4608e-01
-4.8800e+00 7.4715e-01
-4.8000e+00 7.4803e-01
-4.7200e+00 7.4876e-01
-4.6400e+00 7.4936e-01
-4.5600e+00 7.4986e-01
-4.4800e+00 7.5027e-01
-4.4000e+00 7.5060e-01
-4.3200e+00 7.5088e-01
-4.2400e+00 7.5111e-01
-4.1600e+00 7.5130e-01
-4.0800e+00 7.5146e-01
-4.0000e+00 7.5159e-01
-3.9200e+00 7.5169e-01
-3.8400e+00 7.5178e-01
-3.7600e+00 7.5185e-01
-3.6800e+00 7.5191e-01
-3.6000e+00 7.5196e-01
-3.5200e+00 7.5200e-01
-3.4400e+00 7.5203e-01
-3.3600e+00 7.5206e-01
-3.2800e+00 7.5208e-01
-3.2000e+00 7.5210e-01
-3.1200e+00 7.5212e-01
-3.0400e+00 7.5213e-01
-2.9600e+00 7.5214e-01
-2.8800e+00 7.5215e-01
-2.8000e+00 7.5216e-01
-2.7200e+00 7.5216e-01
-2.6400e+00 7.5217e-01
-2.5600e+00 7.5217e-01
-2.4800e+00 7.5217e-01
-2.4000e+00 7.5218e-01
-2.3200e+00 7.5218e-01
-2.2400e+00 7.5218e-01
-2.1600e+00 7.5218e-01
-2.0800e+00 7.5218e-01
